s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
206.5924947, 89647.2517465, 43168.1824655, -1.5682659, 0.1328628, 8.1004055, -0.1667404
207.3545180, 89647.2910348, 43167.4214556, -1.4716763, 0.1209783, 8.0872048, -0.0456099
208.1265684, 89647.4022432, 43166.6574566, -1.3820272, 0.1116361, 8.0917632, 0.1095432
208.9067010, 89647.5811343, 43165.8981115, -1.2977040, 0.1049229, 8.1082022, 0.1771676
209.6920721, 89647.8234702, 43165.1510633, -1.2170652, 0.1008049, 8.1259673, 0.2038543
210.4792282, 89648.1250133, 43164.4239550, -1.1384775, 0.0992447, 8.1476424, 0.1667747
211.2643633, 89648.4815257, 43163.7244295, -1.0603078, 0.1002670, 8.1581727, 0.4150874
212.0435563, 89648.8887698, 43163.0601299, -0.9808923, 0.1039922, 8.2269521, 0.7091314
212.8130070, 89649.3425079, 43162.4386991, -0.8984957, 0.1106457, 8.2916925, 0.7926178
213.5692865, 89649.8385023, 43161.8677803, -0.8112752, 0.1205383, 8.3726569, 0.9193514
214.3096220, 89650.3725151, 43161.3550162, -0.7172678, 0.1339958, 8.4560035, 0.7471624
215.0322342, 89650.9403087, 43160.9080501, -0.6144324, 0.1511911, 8.5022057, 0.3427679
215.7367428, 89651.5376454, 43160.5345248, -0.5007975, 0.1718185, 8.5136559, 0.0957344
216.4246418, 89652.1602875, 43160.2420833, -0.3747801, 0.1945768, 8.5178697, 0.0621380
217.0998172, 89652.8039972, 43160.0383687, -0.2357247, 0.2165942, 8.5235987, 0.0657567
217.7690223, 89653.4645367, 43159.9310239, -0.0846045, 0.2332907, 8.5282419, 0.0278460
218.4423897, 89654.1378896, 43159.9266083, 0.0688261, 0.2130176, 8.5279837, 0.0002200
